Date,Price,Open,High,Low,Vol.,Change %
12/09/2018,1.1223,1.1235,1.126,1.1188,,-0.07%
11/09/2018,1.1231,1.1235,1.1267,1.1185,,-0.04%
10/09/2018,1.1236,1.1195,1.1245,1.1162,,0.46%
07/09/2018,1.1185,1.1128,1.1224,1.1102,,0.52%
06/09/2018,1.1127,1.1099,1.1145,1.1084,,0.26%
05/09/2018,1.1098,1.11,1.1168,1.1046,,-0.02%
04/09/2018,1.11,1.107,1.1127,1.1065,,0.23%
03/09/2018,1.1074,1.1185,1.1187,1.1068,,-0.89%
31/08/2018,1.1173,1.115,1.1193,1.1126,,0.21%
30/08/2018,1.115,1.1126,1.1171,1.1119,,0.22%
29/08/2018,1.1126,1.1012,1.1136,1.0998,,1.04%
28/08/2018,1.1011,1.1041,1.1049,1.099,,-0.26%
27/08/2018,1.104,1.1041,1.1072,1.1027,,-0.17%
24/08/2018,1.1059,1.1108,1.1114,1.1046,,-0.43%
23/08/2018,1.1107,1.1134,1.1151,1.1079,,-0.23%
22/08/2018,1.1133,1.1149,1.1162,1.1104,,-0.16%
21/08/2018,1.1151,1.1146,1.1178,1.1105,,0.04%
20/08/2018,1.1146,1.1118,1.1189,1.1118,,-0.04%
17/08/2018,1.115,1.1176,1.1194,1.1136,,-0.27%
16/08/2018,1.118,1.1191,1.12,1.1159,,-0.12%
15/08/2018,1.1193,1.1219,1.1239,1.1184,,-0.22%
14/08/2018,1.1218,1.1189,1.1243,1.1179,,0.24%
13/08/2018,1.1191,1.1211,1.1234,1.1174,,0.01%
10/08/2018,1.119,1.1125,1.1205,1.1119,,0.58%
09/08/2018,1.1125,1.1094,1.1138,1.1072,,0.28%
08/08/2018,1.1094,1.1154,1.1165,1.1088,,-0.56%
07/08/2018,1.1156,1.1204,1.1213,1.1153,,-0.42%
06/08/2018,1.1203,1.1241,1.1254,1.1188,,-0.37%
03/08/2018,1.1245,1.1238,1.1247,1.121,,0.05%
02/08/2018,1.1239,1.1258,1.1296,1.1203,,-0.17%
01/08/2018,1.1258,1.1229,1.1261,1.1213,,0.28%
31/07/2018,1.1227,1.122,1.1235,1.1188,,0.06%
30/07/2018,1.122,1.1234,1.1264,1.1213,,-0.24%
27/07/2018,1.1247,1.1259,1.1271,1.1235,,-0.12%
26/07/2018,1.126,1.1244,1.1283,1.1237,,0.13%
25/07/2018,1.1245,1.1246,1.1271,1.1231,,-0.03%
24/07/2018,1.1248,1.1204,1.1258,1.12,,0.37%
23/07/2018,1.1206,1.1205,1.1227,1.1178,,0.00%
20/07/2018,1.1206,1.1177,1.1213,1.1161,,0.25%
19/07/2018,1.1178,1.1229,1.1237,1.1165,,-0.49%
18/07/2018,1.1233,1.1248,1.1273,1.1195,,-0.12%
17/07/2018,1.1247,1.13,1.1313,1.1215,,-0.50%
16/07/2018,1.1303,1.1328,1.1346,1.1293,,-0.19%
13/07/2018,1.1325,1.1314,1.1333,1.1277,,0.10%
12/07/2018,1.1314,1.1311,1.1339,1.1298,,0.02%
11/07/2018,1.1312,1.1306,1.1328,1.1281,,0.07%
10/07/2018,1.1304,1.1284,1.1341,1.1267,,0.19%
09/07/2018,1.1283,1.1332,1.135,1.1233,,-0.24%
